transaction_date,ticker,type,amount,state,industry,party,name
5/14/2023,U,exchange,"$15,000 ",NC,Retail: Computer Software & Peripheral Equipment,Democrat,Deborah Ross
5/12/2023,AAL,purchase,"$15,000 ",ID,Air Freight/Delivery Services,Republican,Michael K. Simpson
5/12/2023,GOLD,sale_full,"$15,000 ",ID,Precious Metals,Republican,Michael K. Simpson
5/12/2023,BHP,sale_full,"$15,000 ",ID,Precious Metals,Republican,Michael K. Simpson
5/12/2023,CEMCF,sale_full,"$15,000 ",ID,,Republican,Michael K. Simpson
5/12/2023,EQNR,sale_full,"$15,000 ",ID,Integrated oil Companies,Republican,Michael K. Simpson
5/12/2023,ERIC,sale_full,"$15,000 ",ID,Radio And Television Broadcasting And Communications Equipment,Republican,Michael K. Simpson
5/12/2023,FDN,sale_full,"$50,000 ",ID,,Republican,Michael K. Simpson
5/12/2023,QQXT,sale_full,"$50,000 ",ID,,Republican,Michael K. Simpson
5/12/2023,JGCCF,sale_full,"$15,000 ",ID,,Republican,Michael K. Simpson
5/12/2023,MJDLF,sale_full,"$15,000 ",ID,,Republican,Michael K. Simpson
5/12/2023,MLYNF,sale_full,"$15,000 ",ID,,Republican,Michael K. Simpson
5/12/2023,NCMGF,sale_full,"$15,000 ",ID,,Republican,Michael K. Simpson
5/12/2023,NEM,sale_full,"$15,000 ",ID,Precious Metals,Republican,Michael K. Simpson
5/12/2023,OGFGF,sale_full,"$15,000 ",ID,,Republican,Michael K. Simpson
5/12/2023,PDS,sale_full,"$15,000 ",ID,,Republican,Michael K. Simpson
5/12/2023,TROW,purchase,"$50,000 ",ID,Investment Bankers/Brokers/Service,Republican,Michael K. Simpson
5/12/2023,VIV.V,sale_full,"$15,000 ",ID,,Republican,Michael K. Simpson
5/12/2023,TSCDF,sale_full,"$15,000 ",ID,,Republican,Michael K. Simpson
5/12/2023,TKC,sale_full,"$15,000 ",ID,,Republican,Michael K. Simpson
5/12/2023,USB,purchase,"$50,000 ",ID,Major Banks,Republican,Michael K. Simpson
5/12/2023,WOLWF,sale_full,"$15,000 ",ID,,Republican,Michael K. Simpson
5/12/2023,AUY,sale_full,"$15,000 ",ID,,Republican,Michael K. Simpson
5/12/2023,BANC$E,sale_full,"$15,000 ",ID,,Republican,Russ Fulcher
5/12/2023,--,sale_full,"$15,000 ",IL,,,Jonathan Jackson
5/12/2023,AME,purchase,"$50,000 ",IL,Industrial Machinery/Components,,Jonathan Jackson
5/12/2023,BHF,purchase,"$50,000 ",IL,Life Insurance,,Jonathan Jackson
5/12/2023,BHF,sale_full,"$50,000 ",IL,Life Insurance,,Jonathan Jackson
5/12/2023,DE,purchase,"$50,000 ",IL,Industrial Machinery/Components,,Jonathan Jackson
5/12/2023,--,purchase,"$15,000 ",IL,,,Jonathan Jackson
5/12/2023,NVDA,purchase,"$50,000 ",IL,Semiconductors,,Jonathan Jackson
5/12/2023,PH,purchase,"$50,000 ",IL,Office Equipment/Supplies/Services,,Jonathan Jackson
5/12/2023,UNH,sale_full,"$50,000 ",IL,Medical Specialities,,Jonathan Jackson
5/12/2023,V,purchase,"$50,000 ",IL,Business Services,,Jonathan Jackson
5/12/2023,AJG,sale_full,"$50,000 ",NV,Specialty Insurers,Democrat,Susie Lee
5/12/2023,IQV,sale_partial,"$15,000 ",NV,Biotechnology: Commercial Physical & Biological Resarch,Democrat,Susie Lee
5/12/2023,LPLA,sale_full,"$50,000 ",NV,Investment Bankers/Brokers/Service,Democrat,Susie Lee
5/12/2023,ADI,purchase,"$15,000 ",FL,Semiconductors,,Jared Moskowitz
5/12/2023,KMB,sale_partial,"$15,000 ",FL,Containers/Packaging,,Jared Moskowitz
5/12/2023,PEG,sale_partial,"$15,000 ",FL,Power Generation,,Jared Moskowitz
5/12/2023,ROP,purchase,"$15,000 ",FL,Industrial Machinery/Components,,Jared Moskowitz
5/12/2023,SHW,sale_full,"$15,000 ",FL,RETAIL: Building Materials,,Jared Moskowitz
5/10/2023,SPG,purchase,"$15,000 ",IN,Real Estate Investment Trusts,Republican,Victoria Spartz
5/10/2023,SPG,purchase,"$15,000 ",IN,Real Estate Investment Trusts,Republican,Victoria Spartz
5/10/2023,--,purchase,"$15,000 ",MD,,Democrat,John P. Sarbanes
5/10/2023,--,purchase,"$15,000 ",MD,,Democrat,John P. Sarbanes
5/9/2023,EHSTX,sale_partial,"$250,000 ",GA,,Republican,Earl Leroy Carter
5/9/2023,EHSTX,sale_partial,"$250,000 ",GA,,Republican,Earl Leroy Carter
5/9/2023,KAY-S,sale_partial,"$250,000 ",GA,,Republican,Earl Leroy Carter
5/9/2023,NBIIX,sale_partial,"$250,000 ",GA,,Republican,Earl Leroy Carter
5/9/2023,STRNX,sale_partial,"$250,000 ",GA,,Republican,Earl Leroy Carter
5/9/2023,PDBC,sale_full,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
5/9/2023,XMHQ,purchase,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
5/9/2023,HYBB,sale_full,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
5/9/2023,CALF,sale_full,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
5/9/2023,SLYG,sale_full,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
5/9/2023,MSYG,purchase,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
5/9/2023,MDYV,sale_full,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
5/9/2023,GRMN,purchase,"$15,000 ",TN,Industrial Machinery/Components,Republican,"Charles J. ""Chuck"" Fleischmann"
5/9/2023,DKNG,sale_full,"$15,000 ",TN,Services-Misc. Amusement & Recreation,Republican,"Charles J. ""Chuck"" Fleischmann"
5/9/2023,PNFP,purchase,"$15,000 ",TN,Major Banks,Republican,"Charles J. ""Chuck"" Fleischmann"
5/9/2023,TROW,purchase,"$15,000 ",TN,Investment Bankers/Brokers/Service,Republican,"Charles J. ""Chuck"" Fleischmann"
5/9/2023,TCEHY,sale_full,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
5/9/2023,MMM,purchase,"$15,000 ",TN,Medical/Dental Instruments,Republican,"Charles J. ""Chuck"" Fleischmann"
5/9/2023,UPWK,sale_full,"$15,000 ",TN,EDP Services,Republican,"Charles J. ""Chuck"" Fleischmann"
5/7/2023,CSCO,sale_full,"$15,000 ",VA,Computer Communications Equipment,Republican,Robert J. Wittman
5/7/2023,XOM,purchase,"$15,000 ",VA,Integrated oil Companies,Republican,Robert J. Wittman
5/6/2023,--,purchase,"$50,000 ",WA,,Democrat,Suzan K. DelBene
5/6/2023,--,purchase,"$50,000 ",WA,,Democrat,Suzan K. DelBene
5/6/2023,--,purchase,"$5,000,000 ",WA,,Democrat,Suzan K. DelBene
5/4/2023,--,purchase,"$5,000,000 ",NC,,Republican,Dan Daniel Bishop
5/4/2023,KO,purchase,"$15,000 ",TX,Beverages (Production/Distribution),Democrat,Lloyd Doggett
5/4/2023,--,sale_full,"$15,000 ",NE,,Republican,Mike Flood
5/4/2023,--,sale_full,"$100,000 ",DC,,Democrat,Eleanor Holmes Norton
5/3/2023,--,purchase,"$15,000 ",OR,,Republican,Cliff Bentz
5/3/2023,AMECX,purchase,"$50,000 ",MA,,Democrat,Stephen F. Lynch
5/3/2023,FEMKX,purchase,"$15,000 ",MA,,Democrat,Stephen F. Lynch
5/3/2023,ODVYX,purchase,"$15,000 ",MA,,Democrat,Stephen F. Lynch
5/3/2023,--,sale_full,"$50,000 ",MA,,Democrat,Stephen F. Lynch
5/2/2023,GS,sale_full,"$15,000 ",PR,Investment Bankers/Brokers/Service,,Ada Norah Henriquez
5/2/2023,MSFT,sale_full,"$15,000 ",PR,Computer Software: Prepackaged Software,,Ada Norah Henriquez
5/2/2023,DLB,sale_full,"$15,000 ",PR,EDP Services,,Ada Norah Henriquez
5/2/2023,OBMCX,purchase,"$15,000 ",PR,,,Ada Norah Henriquez
5/1/2023,AAIC$B,purchase,"$15,000 ",NC,,Republican,Virginia Foxx
4/30/2023,FMAO,purchase,"$15,000 ",OH,Savings Institutions,Republican,Robert E. Latta
4/30/2023,SPG,purchase,"$50,000 ",IN,Real Estate Investment Trusts,Republican,Victoria Spartz
4/29/2023,--,sale_full,"$50,000 ",VA,,Democrat,"Donald S. Beyer, Jr."
4/28/2023,AXP,purchase,"$15,000 ",FL,Finance: Consumer Services,Democrat,Lois Frankel
4/28/2023,BOH,sale_full,"$15,000 ",FL,Major Banks,Democrat,Lois Frankel
4/28/2023,BSX,sale_partial,"$15,000 ",FL,Medical/Dental Instruments,Democrat,Lois Frankel
4/28/2023,COP,purchase,"$15,000 ",FL,Integrated oil Companies,Democrat,Lois Frankel
4/28/2023,FRC,sale_full,"$15,000 ",FL,,Democrat,Lois Frankel
4/28/2023,FLR,sale_partial,"$15,000 ",FL,Military/Government/Technical,Democrat,Lois Frankel
4/28/2023,HAL,sale_partial,"$15,000 ",FL,Oilfield Services/Equipment,Democrat,Lois Frankel
4/28/2023,ITW,sale_partial,"$15,000 ",FL,Industrial Machinery/Components,Democrat,Lois Frankel
4/28/2023,JPM,purchase,"$15,000 ",FL,Major Banks,Democrat,Lois Frankel
4/28/2023,PGR,sale_partial,"$15,000 ",FL,Property-Casualty Insurers,Democrat,Lois Frankel
4/28/2023,CI,purchase,"$15,000 ",FL,Medical Specialities,Democrat,Lois Frankel
4/28/2023,ULTA,sale_partial,"$15,000 ",FL,,Democrat,Lois Frankel
4/26/2023,NTAP,purchase,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
4/26/2023,NTAP,purchase,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
4/25/2023,--,purchase,,CA,,Democrat,Doris O. Matsui
4/25/2023,--,purchase,"$250,000 ",CA,,Democrat,Doris O. Matsui
4/25/2023,--,purchase,"$500,000 ",CA,,Democrat,Doris O. Matsui
4/25/2023,RHHBY,sale_partial,"$15,000 ",PA,,Republican,Daniel Meuser
4/25/2023,CIVI,purchase,"$15,000 ",FL,Oil & Gas Production,Republican,Maria Elvira Salazar
4/25/2023,ET,purchase,"$50,000 ",FL,Natural Gas Distribution,Republican,Maria Elvira Salazar
4/25/2023,ET,purchase,"$100,000 ",FL,Natural Gas Distribution,Republican,Maria Elvira Salazar
4/25/2023,ET,purchase,"$250,000 ",FL,Natural Gas Distribution,Republican,Maria Elvira Salazar
4/25/2023,TYG,sale_full,"$50,000 ",FL,Investment Managers,Republican,Maria Elvira Salazar
4/25/2023,TYG,sale_full,"$100,000 ",FL,Investment Managers,Republican,Maria Elvira Salazar
4/25/2023,TYG,sale_full,"$250,000 ",FL,Investment Managers,Republican,Maria Elvira Salazar
4/21/2023,SYF,purchase,"$250,000 ",MO,Finance: Consumer Services,Republican,Ann Wagner
4/20/2023,SPY,purchase,"$15,000 ",TX,,Republican,Dan Crenshaw
4/20/2023,ABBV,purchase,"$15,000 ",NJ,Major Pharmaceuticals,Democrat,Josh Gottheimer
4/20/2023,ABBV,sale_partial,"$15,000 ",NJ,Major Pharmaceuticals,Democrat,Josh Gottheimer
4/20/2023,ALGN,purchase,"$15,000 ",NJ,Industrial Specialties,Democrat,Josh Gottheimer
4/20/2023,GOOG,sale_partial,"$15,000 ",NJ,"Computer Software: Programming, Data Processing",Democrat,Josh Gottheimer
4/20/2023,GOOG,sale_partial,"$15,000 ",NJ,"Computer Software: Programming, Data Processing",Democrat,Josh Gottheimer
4/20/2023,GOOG,sale_partial,"$15,000 ",NJ,"Computer Software: Programming, Data Processing",Democrat,Josh Gottheimer
4/20/2023,ABCB,sale_partial,"$15,000 ",NJ,Major Banks,Democrat,Josh Gottheimer
4/20/2023,AMGN,sale_partial,"$15,000 ",NJ,Biotechnology: Biological Products (No Diagnostic Substances),Democrat,Josh Gottheimer
4/20/2023,AMGN,sale_partial,"$15,000 ",NJ,Biotechnology: Biological Products (No Diagnostic Substances),Democrat,Josh Gottheimer
4/20/2023,APPF,purchase,"$15,000 ",NJ,EDP Services,Democrat,Josh Gottheimer
4/20/2023,AAPL,sale_partial,"$15,000 ",NJ,Computer Manufacturing,Democrat,Josh Gottheimer
4/20/2023,ASML,purchase,"$15,000 ",NJ,Industrial Machinery/Components,Democrat,Josh Gottheimer
4/20/2023,BREIT,purchase,"$15,000 ",NJ,,Democrat,Josh Gottheimer
4/20/2023,SCHW,sale_partial,"$15,000 ",NJ,Investment Bankers/Brokers/Service,Democrat,Josh Gottheimer
4/20/2023,SCHW,sale_partial,"$15,000 ",NJ,Investment Bankers/Brokers/Service,Democrat,Josh Gottheimer
4/20/2023,SCHW,sale_partial,"$15,000 ",NJ,Investment Bankers/Brokers/Service,Democrat,Josh Gottheimer
4/20/2023,KO,sale_full,"$15,000 ",NJ,Beverages (Production/Distribution),Democrat,Josh Gottheimer
4/20/2023,COP,sale_partial,"$15,000 ",NJ,Integrated oil Companies,Democrat,Josh Gottheimer
4/20/2023,COP,sale_partial,"$15,000 ",NJ,Integrated oil Companies,Democrat,Josh Gottheimer
4/20/2023,CCI,sale_partial,"$15,000 ",NJ,Real Estate Investment Trusts,Democrat,Josh Gottheimer
4/20/2023,DE,sale_partial,"$15,000 ",NJ,Industrial Machinery/Components,Democrat,Josh Gottheimer
4/20/2023,LLY,sale_partial,"$15,000 ",NJ,Major Pharmaceuticals,Democrat,Josh Gottheimer
4/20/2023,FIS,sale_partial,"$50,000 ",NJ,Business Services,Democrat,Josh Gottheimer
4/20/2023,HLN,purchase,"$15,000 ",NJ,,Democrat,Josh Gottheimer
4/20/2023,LRLCY,sale_partial,"$15,000 ",NJ,,Democrat,Josh Gottheimer
4/20/2023,LOW,sale_partial,"$15,000 ",NJ,RETAIL: Building Materials,Democrat,Josh Gottheimer
4/20/2023,MCK,sale_partial,"$15,000 ",NJ,Other Pharmaceuticals,Democrat,Josh Gottheimer
4/20/2023,MELI,purchase,"$15,000 ",NJ,Catalog/Specialty Distribution,Democrat,Josh Gottheimer
4/20/2023,MELI,purchase,"$15,000 ",NJ,Catalog/Specialty Distribution,Democrat,Josh Gottheimer
4/20/2023,MSFT,purchase,"$15,000 ",NJ,Computer Software: Prepackaged Software,Democrat,Josh Gottheimer
4/20/2023,MSFT,purchase,"$15,000 ",NJ,Computer Software: Prepackaged Software,Democrat,Josh Gottheimer
4/20/2023,MRNA,purchase,"$15,000 ",NJ,Biotechnology: Biological Products (No Diagnostic Substances),Democrat,Josh Gottheimer
4/20/2023,MS,purchase,"$15,000 ",NJ,Investment Bankers/Brokers/Service,Democrat,Josh Gottheimer
4/20/2023,NFLX,purchase,"$15,000 ",NJ,Consumer Electronics/Video Chains,Democrat,Josh Gottheimer
4/20/2023,NVDA,purchase,"$15,000 ",NJ,Semiconductors,Democrat,Josh Gottheimer
4/20/2023,PYPL,sale_partial,"$15,000 ",NJ,Business Services,Democrat,Josh Gottheimer
4/20/2023,REGN,sale_partial,"$15,000 ",NJ,Major Pharmaceuticals,Democrat,Josh Gottheimer
4/20/2023,ROK,sale_partial,"$15,000 ",NJ,Industrial Machinery/Components,Democrat,Josh Gottheimer
4/20/2023,SRPT,purchase,"$15,000 ",NJ,Biotechnology: Pharmaceutical Preparations,Democrat,Josh Gottheimer
4/20/2023,SCBF,sale_partial,"$15,000 ",NJ,,Democrat,Josh Gottheimer
4/20/2023,SIVB,sale_full,"$15,000 ",NJ,Major Banks,Democrat,Josh Gottheimer
4/20/2023,TSM,purchase,"$15,000 ",NJ,Semiconductors,Democrat,Josh Gottheimer
4/20/2023,TSLA,sale_partial,"$15,000 ",NJ,Auto Manufacturing,Democrat,Josh Gottheimer
4/20/2023,TWKS,sale_partial,"$15,000 ",NJ,EDP Services,Democrat,Josh Gottheimer
4/20/2023,VBTX,sale_partial,"$15,000 ",NJ,Major Banks,Democrat,Josh Gottheimer
4/20/2023,VBTX,sale_partial,"$15,000 ",NJ,Major Banks,Democrat,Josh Gottheimer
4/20/2023,WDS,sale_full,"$15,000 ",NJ,,Democrat,Josh Gottheimer
4/19/2023,BX,purchase,"$50,000 ",MI,Investment Managers,Democrat,Debbie Dingell
4/19/2023,CTVA,purchase,"$50,000 ",MI,,Democrat,Debbie Dingell
4/17/2023,CMI,purchase,"$15,000 ",WV,Construction/Ag Equipment/Trucks,Republican,Carol Devine Miller
4/17/2023,PARA,sale_full,"$15,000 ",WV,Movies/Entertainment,Republican,Carol Devine Miller
4/17/2023,PFE,purchase,"$15,000 ",WV,Major Pharmaceuticals,Republican,Carol Devine Miller
4/16/2023,ET,sale_full,"$100,000 ",TN,Natural Gas Distribution,Republican,Mark E. Green
4/14/2023,AMGN,purchase,"$50,000 ",TX,Biotechnology: Biological Products (No Diagnostic Substances),Republican,Michael C. Burgess
4/14/2023,MSFT,sale_full,"$50,000 ",TX,Computer Software: Prepackaged Software,Republican,Michael C. Burgess
4/14/2023,PSX,purchase,"$50,000 ",TX,Integrated oil Companies,Republican,Michael C. Burgess
4/14/2023,SYK,sale_full,"$50,000 ",TX,Medical/Dental Instruments,Republican,Michael C. Burgess
4/14/2023,TXN,sale_partial,"$15,000 ",TX,Semiconductors,Republican,Michael C. Burgess
4/14/2023,--,purchase,"$50,000 ",MS,,Republican,Michael Patrick Guest
4/14/2023,--,purchase,"$15,000 ",MS,,Republican,Michael Patrick Guest
4/14/2023,--,purchase,"$100,000 ",MS,,Republican,Michael Patrick Guest
4/14/2023,--,purchase,"$50,000 ",MS,,Republican,Michael Patrick Guest
4/14/2023,MSFT,sale_partial,"$15,000 ",NC,Computer Software: Prepackaged Software,Democrat,Deborah Ross
4/13/2023,WCC,purchase,"$50,000 ",NJ,Telecommunications Equipment,Jackson,Thomas H. Kean
4/13/2023,--,sale_full,"$250,000 ",CA,,Democrat,Scott H. Peters
4/12/2023,--,purchase,"$250,000 ",PA,,Republican,Mike Kelly
4/12/2023,NVDA,purchase,"$15,000 ",KY,Semiconductors,,Morgan McGarvey
4/12/2023,ADI,purchase,"$15,000 ",FL,Semiconductors,,Jared Moskowitz
4/12/2023,ADI,purchase,"$15,000 ",FL,Semiconductors,,Jared Moskowitz
4/12/2023,ADI,purchase,"$15,000 ",FL,Semiconductors,,Jared Moskowitz
4/12/2023,SBCF,sale_partial,"$50,000 ",FL,Major Banks,,Jared Moskowitz
4/12/2023,SBCF,sale_partial,"$100,000 ",FL,Major Banks,,Jared Moskowitz
4/12/2023,ATVI,sale_partial,"$100,000 ",MA,Computer Software: Prepackaged Software,Democrat,Seth Moulton
4/11/2023,ECL,sale_partial,"$50,000 ",NC,Package Goods/Cosmetics,Democrat,Kathy Manning
4/11/2023,ATVI,sale_partial,"$100,000 ",MA,Computer Software: Prepackaged Software,Democrat,Seth Moulton
4/10/2023,--,purchase,"$15,000 ",WA,,Democrat,Suzan K. DelBene
4/10/2023,--,sale_partial,"$50,000 ",WA,,Democrat,Suzan K. DelBene
4/10/2023,HD,purchase,"$15,000 ",TX,RETAIL: Building Materials,Democrat,Lloyd Doggett
4/10/2023,IBM,purchase,"$15,000 ",TX,Computer Manufacturing,Democrat,Lloyd Doggett
4/10/2023,JNJ,purchase,"$15,000 ",TX,Major Pharmaceuticals,Democrat,Lloyd Doggett
4/10/2023,PPG,purchase,"$15,000 ",TX,Paints/Coatings,Democrat,Lloyd Doggett
4/10/2023,DVN,purchase,"$15,000 ",OK,Oil & Gas Production,Republican,Kevin Hern
4/10/2023,DVN,purchase,"$15,000 ",OK,Oil & Gas Production,Republican,Kevin Hern
4/10/2023,EMR,purchase,"$15,000 ",OK,Consumer Electronics/Appliances,Republican,Kevin Hern
4/10/2023,HD,purchase,"$15,000 ",OK,RETAIL: Building Materials,Republican,Kevin Hern
4/10/2023,HD,purchase,"$15,000 ",OK,RETAIL: Building Materials,Republican,Kevin Hern
4/10/2023,INTC,purchase,"$15,000 ",OK,Semiconductors,Republican,Kevin Hern
4/10/2023,JNJ,purchase,"$15,000 ",OK,Major Pharmaceuticals,Republican,Kevin Hern
4/10/2023,LIN,purchase,"$15,000 ",OK,,Republican,Kevin Hern
4/10/2023,LMT,purchase,"$15,000 ",OK,Military/Government/Technical,Republican,Kevin Hern
4/10/2023,NEE,purchase,"$15,000 ",OK,Electric Utilities: Central,Republican,Kevin Hern
4/10/2023,PXD,purchase,"$15,000 ",OK,Oil & Gas Production,Republican,Kevin Hern
4/10/2023,RTX,purchase,"$15,000 ",OK,Aerospace,Republican,Kevin Hern
4/10/2023,ROK,purchase,"$15,000 ",OK,Industrial Machinery/Components,Republican,Kevin Hern
4/10/2023,--,sale_full,"$5,000,000 ",OK,,Republican,Kevin Hern
4/10/2023,UNH,purchase,"$15,000 ",OK,Medical Specialities,Republican,Kevin Hern
4/10/2023,--,purchase,"$500,000 ",OK,,Republican,Kevin Hern
4/10/2023,--,purchase,"$500,000 ",OK,,Republican,Kevin Hern
4/10/2023,--,purchase,"$500,000 ",OK,,Republican,Kevin Hern
4/10/2023,WMB,purchase,"$15,000 ",OK,Natural Gas Distribution,Republican,Kevin Hern
4/6/2023,AAPL,purchase,"$1,000,000 ",CA,Computer Manufacturing,Democrat,Nancy Pelosi
4/6/2023,--,purchase,"$1,000,000 ",CA,,Democrat,Nancy Pelosi
4/5/2023,--,purchase,"$15,000 ",VA,,Democrat,"Donald S. Beyer, Jr."
4/5/2023,BAC,sale_full,"$15,000 ",OR,Major Banks,Democrat,Earl Blumenauer
4/5/2023,BRK.B,sale_full,"$50,000 ",OR,,Democrat,Earl Blumenauer
4/5/2023,FDX,sale_full,"$15,000 ",OR,Air Freight/Delivery Services,Democrat,Earl Blumenauer
4/5/2023,FRC,sale_full,"$15,000 ",OR,,Democrat,Earl Blumenauer
4/5/2023,SIVB,purchase,"$15,000 ",OR,Major Banks,Democrat,Earl Blumenauer
4/4/2023,D,sale_partial,"$15,000 ",VA,Electric Utilities: Central,Democrat,Gerald E. Connolly
4/4/2023,LDOS,sale_partial,"$15,000 ",VA,EDP Services,Democrat,Gerald E. Connolly
4/4/2023,SAIC,sale_partial,"$15,000 ",VA,,Democrat,Gerald E. Connolly
4/4/2023,ARLP,purchase,"$15,000 ",NC,Coal Mining,Republican,Virginia Foxx
4/4/2023,BCC,purchase,"$15,000 ",NC,,Republican,Virginia Foxx
4/4/2023,BCC,sale_full,"$50,000 ",NC,,Republican,Virginia Foxx
4/4/2023,DUK$A,purchase,"$15,000 ",NC,,Republican,Virginia Foxx
4/4/2023,GSK,sale_full,"$100,000 ",NC,Major Pharmaceuticals,Republican,Virginia Foxx
4/4/2023,PFF,sale_full,"$100,000 ",NC,,Republican,Virginia Foxx
4/4/2023,K,sale_full,"$100,000 ",NC,Packaged Foods,Republican,Virginia Foxx
4/4/2023,PAA,purchase,"$50,000 ",NC,Natural Gas Distribution,Republican,Virginia Foxx
4/4/2023,SCHD,sale_full,"$100,000 ",NC,,Republican,Virginia Foxx
4/4/2023,VGR,purchase,"$15,000 ",NC, Medicinal Chemicals and Botanical Products ,Republican,Virginia Foxx
4/4/2023,VGR,purchase,"$15,000 ",NC, Medicinal Chemicals and Botanical Products ,Republican,Virginia Foxx
4/4/2023,VIASP,purchase,"$15,000 ",NC,Power Generation,Republican,Virginia Foxx
4/3/2023,C,purchase,"$15,000 ",FL,Major Banks,Democrat,Lois Frankel
4/3/2023,C,purchase,"$15,000 ",FL,Major Banks,Democrat,Lois Frankel
4/3/2023,JPM,purchase,"$15,000 ",FL,Major Banks,Democrat,Lois Frankel
4/3/2023,NXPI,sale_partial,"$15,000 ",FL,Semiconductors,Democrat,Lois Frankel
4/3/2023,PNC,sale_partial,"$15,000 ",FL,Major Banks,Democrat,Lois Frankel
4/3/2023,PNC,sale_partial,"$15,000 ",FL,Major Banks,Democrat,Lois Frankel
4/3/2023,PNC,sale_full,"$15,000 ",FL,Major Banks,Democrat,Lois Frankel
4/1/2023,ET,sale_full,"$250,000 ",TN,Natural Gas Distribution,Republican,Mark E. Green
4/1/2023,NGL,purchase,"$250,000 ",TN,Oil & Gas Production,Republican,Mark E. Green
3/30/2023,RHHBY,sale_full,"$15,000 ",PA,,Republican,Daniel Meuser
3/30/2023,MPRAU,purchase,"$15,000 ",OH,Consumer Electronics/Appliances,,Max Miller
3/30/2023,--,purchase,"$15,000 ",OH,,,Max Miller
3/28/2023,--,purchase,"$250,000 ",CA,,Democrat,Scott H. Peters
3/27/2023,BAC,sale_partial,"$15,000 ",UT,Major Banks,Republican,John Curtis
3/27/2023,BRK.B,purchase,"$15,000 ",UT,,Republican,John Curtis
3/27/2023,FRC,sale_full,"$15,000 ",UT,,Republican,John Curtis
3/27/2023,--,purchase,"$50,000 ",UT,,Republican,John Curtis
3/27/2023,--,sale_full,"$50,000 ",TN,,Republican,Diana Harshbarger
3/27/2023,--,purchase,"$15,000 ",AZ,,Republican,Debbie Lesko
3/23/2023,--,purchase,"$50,000 ",AR,,Republican,James French Hill
3/23/2023,AMZN,purchase,"$15,000 ",KY,Catalog/Specialty Distribution,,Morgan McGarvey
3/23/2023,NVDA,sale_full,"$15,000 ",KY,Semiconductors,,Morgan McGarvey
3/23/2023,NVDA,sale_full,"$15,000 ",KY,Semiconductors,,Morgan McGarvey
3/23/2023,NYCB,purchase,"$15,000 ",NY,Banks,Republican,Nicole Malliotakis
3/20/2023,--,purchase,"$15,000 ",WA,,Democrat,Suzan K. DelBene
3/20/2023,--,purchase,"$15,000 ",WA,,Democrat,Suzan K. DelBene
3/20/2023,CANO,exchange,"$50,000 ",FL,,Republican,Maria Elvira Salazar
3/20/2023,--,purchase,"$50,000 ",FL,,Republican,Maria Elvira Salazar
3/20/2023,--,purchase,"$15,000 ",FL,,Republican,Maria Elvira Salazar
3/20/2023,C,sale_full,"$250,000 ",MD,Major Banks,Democrat,David Trone
3/20/2023,C,sale_full,"$100,000 ",MD,Major Banks,Democrat,David Trone
3/20/2023,GSG,sale_full,"$100,000 ",MD,,Democrat,David Trone
3/20/2023,JPM,sale_full,"$100,000 ",MD,Major Banks,Democrat,David Trone
3/20/2023,JPM,sale_full,"$100,000 ",MD,Major Banks,Democrat,David Trone
3/20/2023,MS,sale_full,"$250,000 ",MD,Investment Bankers/Brokers/Service,Democrat,David Trone
3/20/2023,WFG,sale_full,"$100,000 ",MD,,Democrat,David Trone
3/17/2023,ABBV,sale_partial,"$15,000 ",NJ,Major Pharmaceuticals,Democrat,Josh Gottheimer
3/17/2023,ABBV,sale_partial,"$15,000 ",NJ,Major Pharmaceuticals,Democrat,Josh Gottheimer
3/17/2023,ADBE,purchase,"$15,000 ",NJ,Computer Software: Prepackaged Software,Democrat,Josh Gottheimer
3/17/2023,ADBE,purchase,"$15,000 ",NJ,Computer Software: Prepackaged Software,Democrat,Josh Gottheimer
3/17/2023,AMD,purchase,"$15,000 ",NJ,Semiconductors,Democrat,Josh Gottheimer
3/17/2023,AMD,sale_partial,"$15,000 ",NJ,Semiconductors,Democrat,Josh Gottheimer
3/17/2023,AMD,sale_partial,"$15,000 ",NJ,Semiconductors,Democrat,Josh Gottheimer
3/17/2023,AAGIY,purchase,"$15,000 ",NJ,,Democrat,Josh Gottheimer
3/17/2023,AMGN,sale_partial,"$15,000 ",NJ,Biotechnology: Biological Products (No Diagnostic Substances),Democrat,Josh Gottheimer
3/17/2023,APPF,purchase,"$15,000 ",NJ,EDP Services,Democrat,Josh Gottheimer
3/17/2023,ADP,sale_full,"$15,000 ",NJ,EDP Services,Democrat,Josh Gottheimer
3/17/2023,AZO,sale_partial,"$15,000 ",NJ,Other Specialty Stores,Democrat,Josh Gottheimer
3/17/2023,AZO,sale_partial,"$15,000 ",NJ,Other Specialty Stores,Democrat,Josh Gottheimer
3/17/2023,CBZ,purchase,"$15,000 ",NJ,Business Services,Democrat,Josh Gottheimer
