transaction_date,ticker,type,amount,state,industry,party,name
12/7/2022,AGG,sale_full,"$500,000 ",OR,,Republican,Cliff Bentz
12/7/2022,ABNB,sale_partial,"$50,000 ",RI,Hotels/Resorts,Democrat,James R. Langevin
12/7/2022,ABNB,purchase,"$50,000 ",RI,Hotels/Resorts,Democrat,James R. Langevin
12/7/2022,SQ,purchase,"$100,000 ",RI,Computer Software: Prepackaged Software,Democrat,James R. Langevin
12/7/2022,DASH,sale_full,"$15,000 ",RI,,Democrat,James R. Langevin
12/7/2022,DASH,sale_full,"$50,000 ",RI,,Democrat,James R. Langevin
12/7/2022,GNRC,purchase,"$15,000 ",RI,Metal Fabrications,Democrat,James R. Langevin
12/7/2022,FB,sale_partial,"$15,000 ",RI,"Computer Software: Programming, Data Processing",Democrat,James R. Langevin
12/7/2022,FB,sale_full,"$15,000 ",RI,"Computer Software: Programming, Data Processing",Democrat,James R. Langevin
12/7/2022,FB,sale_full,"$250,000 ",RI,"Computer Software: Programming, Data Processing",Democrat,James R. Langevin
12/7/2022,GBDC,sale_full,"$50,000 ",NM,,Democrat,Teresa Leger Fernandez
12/6/2022,PG,purchase,"$15,000 ",TX,Package Goods/Cosmetics,Democrat,Lloyd Doggett
12/6/2022,ARLP,purchase,"$15,000 ",NC,Coal Mining,Republican,Virginia Foxx
12/6/2022,T,purchase,"$15,000 ",NC,Telecommunications Equipment,Republican,Virginia Foxx
12/6/2022,BTI,sale_full,"$100,000 ",NC, Medicinal Chemicals and Botanical Products ,Republican,Virginia Foxx
12/6/2022,FLNG,purchase,"$15,000 ",NC,,Republican,Virginia Foxx
12/6/2022,MRO,purchase,"$50,000 ",NC,Oil & Gas Production,Republican,Virginia Foxx
12/6/2022,MRO,purchase,"$15,000 ",NC,Oil & Gas Production,Republican,Virginia Foxx
12/6/2022,MOS,sale_full,"$50,000 ",NC,Agricultural Chemicals,Republican,Virginia Foxx
12/6/2022,NUE,sale_full,"$100,000 ",NC,Steel/Iron Ore,Republican,Virginia Foxx
12/6/2022,SIRE,purchase,"$15,000 ",NC,,Republican,Virginia Foxx
12/6/2022,TAK,purchase,"$15,000 ",NC,,Republican,Virginia Foxx
12/6/2022,NTAP,purchase,"$50,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,sale_full,"$50,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,purchase,"$50,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,sale_full,"$50,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,purchase,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,sale_full,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,purchase,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,sale_full,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,purchase,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,sale_full,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,purchase,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,sale_full,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,purchase,"$50,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,sale_full,"$50,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,purchase,"$50,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,purchase,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,sale_full,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,purchase,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,purchase,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,sale_full,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,NTAP,purchase,"$15,000 ",CO,Electronic Components,Republican,Doug Lamborn
12/6/2022,--,purchase,"$250,000 ",MO,,Republican,Ann Wagner
12/5/2022,UAA,sale_full,"$15,000 ",MI,Apparel,Republican,Fred Upton
12/5/2022,--,purchase,"$1,000,000 ",MI,,Republican,Fred Upton
12/4/2022,NWM,purchase,"$15,000 ",OR,,Democrat,Earl Blumenauer
12/4/2022,--,sale_full,"$100,000 ",OR,,Democrat,Earl Blumenauer
12/2/2022,--,sale_full,"$15,000 ",CA,,Democrat,Brad Sherman
12/2/2022,--,purchase,"$15,000 ",CA,,Democrat,Brad Sherman
12/1/2022,--,purchase,"$50,000 ",VA,,Democrat,"Donald S. Beyer, Jr."
12/1/2022,--,sale_full,"$50,000 ",VA,,Democrat,"Donald S. Beyer, Jr."
12/1/2022,--,purchase,"$250,000 ",NC,,Republican,Dan Daniel Bishop
12/1/2022,--,purchase,"$250,000 ",NC,,Republican,Dan Daniel Bishop
12/1/2022,GOOG,purchase,"$15,000 ",TX,"Computer Software: Programming, Data Processing",Republican,Dan Crenshaw
12/1/2022,AMZN,purchase,"$15,000 ",TX,Catalog/Specialty Distribution,Republican,Dan Crenshaw
12/1/2022,AAPL,purchase,"$15,000 ",TX,Computer Manufacturing,Republican,Dan Crenshaw
12/1/2022,FAS,purchase,"$15,000 ",TX,,Republican,Dan Crenshaw
12/1/2022,FB,purchase,"$15,000 ",TX,"Computer Software: Programming, Data Processing",Republican,Dan Crenshaw
12/1/2022,USO,purchase,"$15,000 ",TX,,Republican,Dan Crenshaw
12/1/2022,WYNN,purchase,"$15,000 ",TX,Hotels/Resorts,Republican,Dan Crenshaw
12/1/2022,TWTR,sale_full,"$100,000 ",TX,,Republican,Patrick Fallon
12/1/2022,AMD,purchase,"$50,000 ",NY,Semiconductors,Democrat,Thomas Suozzi
12/1/2022,ETON,purchase,"$50,000 ",NY,Biotechnology: Pharmaceutical Preparations,Democrat,Thomas Suozzi
12/1/2022,GNRC,sale_full,"$100,000 ",NY,Metal Fabrications,Democrat,Thomas Suozzi
12/1/2022,GS,purchase,"$50,000 ",NY,Investment Bankers/Brokers/Service,Democrat,Thomas Suozzi
12/1/2022,--,purchase,"$250,000 ",NY,,Democrat,Thomas Suozzi
11/30/2022,V,sale_partial,"$5,000,000 ",CA,Business Services,Democrat,Nancy Pelosi
11/29/2022,SYK,sale_partial,"$15,000 ",TX,Medical/Dental Instruments,Republican,Michael C. Burgess
11/29/2022,SYK,sale_partial,"$15,000 ",TX,Medical/Dental Instruments,Republican,Michael C. Burgess
11/29/2022,--,purchase,"$50,000 ",AR,,Republican,Steve Womack
11/28/2022,--,sale_full,"$100,000 ",WA,,Democrat,Suzan K. DelBene
11/28/2022,--,sale_full,"$500,000 ",WA,,Democrat,Suzan K. DelBene
11/28/2022,--,purchase,"$50,000 ",WA,,Democrat,Suzan K. DelBene
11/28/2022,--,purchase,"$50,000 ",WA,,Democrat,Suzan K. DelBene
11/28/2022,--,purchase,"$500,000 ",WA,,Democrat,Suzan K. DelBene
11/28/2022,--,purchase,"$500,000 ",WA,,Democrat,Suzan K. DelBene
11/28/2022,--,purchase,"$5,000,000 ",WA,,Democrat,Suzan K. DelBene
11/23/2022,BX,sale_partial,"$15,000 ",CA,Investment Managers,Democrat,Alan S. Lowenthal
11/23/2022,TJX,sale_full,"$50,000 ",CA,Clothing/Shoe/Accessory Stores,Democrat,Alan S. Lowenthal
11/23/2022,TMUS,sale_partial,"$15,000 ",CA,Telecommunications Equipment,Democrat,Alan S. Lowenthal
11/23/2022,--,purchase,"$250,000 ",CA,,Democrat,Alan S. Lowenthal
11/23/2022,GM,purchase,"$15,000 ",CA,Auto Manufacturing,Democrat,Alan S. Lowenthal
11/23/2022,SHW,purchase,"$15,000 ",CA,RETAIL: Building Materials,Democrat,Alan S. Lowenthal
11/23/2022,BX,sale_partial,"$15,000 ",CA,Investment Managers,Democrat,Alan S. Lowenthal
11/23/2022,TJX,sale_full,"$15,000 ",CA,Clothing/Shoe/Accessory Stores,Democrat,Alan S. Lowenthal
11/21/2022,SRE,purchase,"$15,000 ",PA,Natural Gas Distribution,Democrat,Dwight Evans
11/21/2022,QYLD,sale_full,"$15,000 ",PA,,Democrat,Dwight Evans
11/21/2022,SRVR,sale_full,"$15,000 ",PA,,Democrat,Dwight Evans
11/21/2022,BTEC,sale_full,"$15,000 ",PA,,Democrat,Dwight Evans
11/21/2022,RTX,sale_full,"$15,000 ",PA,Aerospace,Democrat,Dwight Evans
11/21/2022,RHHBY,purchase,"$15,000 ",PA,,Democrat,Dwight Evans
11/21/2022,ADBE,sale_full,"$15,000 ",MA,Computer Software: Prepackaged Software,Democrat,William R. Keating
11/21/2022,MS,sale_full,"$50,000 ",MA,Investment Bankers/Brokers/Service,Democrat,William R. Keating
11/21/2022,MS,purchase,"$50,000 ",MA,Investment Bankers/Brokers/Service,Democrat,William R. Keating
11/21/2022,NOW,purchase,"$15,000 ",MA,Computer Software: Prepackaged Software,Democrat,William R. Keating
11/18/2022,COLD,purchase,"$15,000 ",FL,Real Estate Investment Trusts,Democrat,Lois Frankel
11/18/2022,CI,sale_partial,"$15,000 ",FL,Medical Specialities,Democrat,Lois Frankel
11/18/2022,GD,purchase,"$15,000 ",FL,Marine Transportation,Democrat,Lois Frankel
11/18/2022,HAL,purchase,"$15,000 ",FL,Oilfield Services/Equipment,Democrat,Lois Frankel
11/18/2022,NSP,sale_partial,"$15,000 ",FL,Diversified Commercial Services,Democrat,Lois Frankel
11/18/2022,NSP,sale_partial,"$15,000 ",FL,Diversified Commercial Services,Democrat,Lois Frankel
11/18/2022,JNJ,sale_partial,"$15,000 ",FL,Major Pharmaceuticals,Democrat,Lois Frankel
11/18/2022,NOC,sale_partial,"$15,000 ",FL,Industrial Machinery/Components,Democrat,Lois Frankel
11/18/2022,PFE,purchase,"$15,000 ",FL,Major Pharmaceuticals,Democrat,Lois Frankel
11/18/2022,PLD,purchase,"$15,000 ",FL,Real Estate Investment Trusts,Democrat,Lois Frankel
11/18/2022,PLD,purchase,"$15,000 ",FL,Real Estate Investment Trusts,Democrat,Lois Frankel
11/16/2022,--,purchase,"$500,000 ",IN,,Republican,Trey Hollingsworth
11/16/2022,AGNC,sale_full,"$15,000 ",NY,Real Estate Investment Trusts,Republican,Chris Jacobs
11/16/2022,AMLX,purchase,"$15,000 ",NY,Biotechnology: Pharmaceutical Preparations,Republican,Chris Jacobs
11/16/2022,AVXL,purchase,"$15,000 ",NY,Biotechnology: Commercial Physical & Biological Resarch,Republican,Chris Jacobs
11/16/2022,BAC,purchase,"$15,000 ",NY,Major Banks,Republican,Chris Jacobs
11/16/2022,BRMK,sale_full,"$15,000 ",NY,Real Estate Investment Trusts,Republican,Chris Jacobs
11/16/2022,SAVA,purchase,"$15,000 ",NY,Biotechnology: Pharmaceutical Preparations,Republican,Chris Jacobs
11/16/2022,CVX,purchase,"$15,000 ",NY,Integrated oil Companies,Republican,Chris Jacobs
11/16/2022,CIVI,purchase,"$15,000 ",NY,Oil & Gas Production,Republican,Chris Jacobs
11/16/2022,XPRO,purchase,"$15,000 ",NY,,Republican,Chris Jacobs
11/16/2022,XOM,purchase,"$15,000 ",NY,Integrated oil Companies,Republican,Chris Jacobs
11/16/2022,IIPR,purchase,"$15,000 ",NY,Real Estate Investment Trusts,Republican,Chris Jacobs
11/16/2022,ISEE,purchase,"$15,000 ",NY,Biotechnology: Pharmaceutical Preparations,Republican,Chris Jacobs
11/16/2022,JPM,purchase,"$15,000 ",NY,Major Banks,Republican,Chris Jacobs
11/16/2022,--,purchase,"$15,000 ",NY,,Republican,Chris Jacobs
11/16/2022,PFE,sale_full,"$15,000 ",NY,Major Pharmaceuticals,Republican,Chris Jacobs
11/16/2022,PLL,purchase,"$15,000 ",NY,Other Metals and Minerals,Republican,Chris Jacobs
11/16/2022,TELL,sale_full,"$15,000 ",NY,Oil & Gas Production,Republican,Chris Jacobs
11/16/2022,VTNR,sale_full,"$15,000 ",NY,Oilfield Services/Equipment,Republican,Chris Jacobs
11/15/2022,LMT,sale_full,"$15,000 ",IA,Military/Government/Technical,Democrat,Cynthia Axne
11/15/2022,PYPL,sale_full,"$15,000 ",IA,Business Services,Democrat,Cynthia Axne
11/15/2022,PYPL,sale_full,"$15,000 ",IA,Business Services,Democrat,Cynthia Axne
11/15/2022,PYPL,sale_full,"$15,000 ",IA,Business Services,Democrat,Cynthia Axne
11/15/2022,SYK,sale_partial,"$15,000 ",TX,Medical/Dental Instruments,Republican,Michael C. Burgess
11/14/2022,--,purchase,"$15,000 ",WA,,Democrat,Suzan K. DelBene
11/14/2022,--,purchase,"$100,000 ",WA,,Democrat,Suzan K. DelBene
11/14/2022,--,sale_full,"$1,000,000 ",WA,,Democrat,Suzan K. DelBene
11/14/2022,--,purchase,"$1,000,000 ",WA,,Democrat,Suzan K. DelBene
11/14/2022,KBH,sale_full,"$15,000 ",NV,,Democrat,Susie Lee
11/14/2022,JOE,sale_full,"$15,000 ",NV,Homebuilding,Democrat,Susie Lee
11/14/2022,PDBC,sale_full,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
11/14/2022,IAU,sale_full,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
11/14/2022,SHY,purchase,"$50,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
11/14/2022,HYBB,purchase,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
11/14/2022,IBDU,sale_full,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
11/14/2022,IBTK,sale_full,"$50,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
11/14/2022,IBTG,sale_full,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
11/14/2022,ZROZ,purchase,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
11/14/2022,SLYG,sale_full,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
11/14/2022,SLYV,sale_full,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
11/14/2022,SPYG,sale_full,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
11/14/2022,SPYV,sale_full,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
11/14/2022,MDYG,purchase,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
11/14/2022,MDYV,purchase,"$50,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
11/14/2022,DXJ,sale_full,"$15,000 ",TN,,Republican,"Charles J. ""Chuck"" Fleischmann"
11/12/2022,ECL,sale_full,"$15,000 ",CA,Package Goods/Cosmetics,Democrat,Alan S. Lowenthal
11/12/2022,TMUS,sale_partial,"$15,000 ",CA,Telecommunications Equipment,Democrat,Alan S. Lowenthal
11/12/2022,ECL,sale_partial,"$15,000 ",CA,Package Goods/Cosmetics,Democrat,Alan S. Lowenthal
11/12/2022,TMUS,sale_partial,"$15,000 ",CA,Telecommunications Equipment,Democrat,Alan S. Lowenthal
11/10/2022,AAPL,purchase,"$50,000 ",OR,Computer Manufacturing,Democrat,Earl Blumenauer
11/10/2022,T,sale_full,"$15,000 ",OR,Telecommunications Equipment,Democrat,Earl Blumenauer
11/10/2022,--,purchase,"$15,000 ",OR,,Democrat,Earl Blumenauer
11/10/2022,VZ,purchase,"$50,000 ",OR,Telecommunications Equipment,Democrat,Earl Blumenauer
11/10/2022,ABNB,purchase,"$15,000 ",NJ,Hotels/Resorts,Democrat,Josh Gottheimer
11/10/2022,ALIZY,purchase,"$15,000 ",NJ,,Democrat,Josh Gottheimer
11/10/2022,GOOG,sale_partial,"$15,000 ",NJ,"Computer Software: Programming, Data Processing",Democrat,Josh Gottheimer
11/10/2022,AMGN,purchase,"$15,000 ",NJ,Biotechnology: Biological Products (No Diagnostic Substances),Democrat,Josh Gottheimer
11/10/2022,AAPl,sale_partial,"$15,000 ",NJ,Computer Manufacturing,Democrat,Josh Gottheimer
11/10/2022,AAPL,purchase,"$15,000 ",NJ,Computer Manufacturing,Democrat,Josh Gottheimer
11/10/2022,BHP,purchase,"$15,000 ",NJ,Precious Metals,Democrat,Josh Gottheimer
11/10/2022,BX,sale_partial,"$15,000 ",NJ,Investment Managers,Democrat,Josh Gottheimer
11/10/2022,SCHW,sale_partial,"$15,000 ",NJ,Investment Bankers/Brokers/Service,Democrat,Josh Gottheimer
11/10/2022,CCXI,sale_full,"$15,000 ",NJ,Biotechnology: Pharmaceutical Preparations,Democrat,Josh Gottheimer
11/10/2022,LNG,purchase,"$15,000 ",NJ,Oil/Gas Transmission,Democrat,Josh Gottheimer
11/10/2022,CTSH,purchase,"$15,000 ",NJ,EDP Services,Democrat,Josh Gottheimer
11/10/2022,DE,purchase,"$15,000 ",NJ,Industrial Machinery/Components,Democrat,Josh Gottheimer
11/10/2022,LLY,purchase,"$15,000 ",NJ,Major Pharmaceuticals,Democrat,Josh Gottheimer
11/10/2022,EFX,sale_partial,"$15,000 ",NJ,Advertising,Democrat,Josh Gottheimer
11/10/2022,FIS,purchase,"$15,000 ",NJ,Business Services,Democrat,Josh Gottheimer
11/10/2022,FB,sale_full,"$15,000 ",NJ,"Computer Software: Programming, Data Processing",Democrat,Josh Gottheimer
11/10/2022,MSFT,sale_partial,"$15,000 ",NJ,Computer Software: Prepackaged Software,Democrat,Josh Gottheimer
11/10/2022,MSFT,sale_partial,"$15,000 ",NJ,Computer Software: Prepackaged Software,Democrat,Josh Gottheimer
11/10/2022,MDB,purchase,"$15,000 ",NJ,Retail: Computer Software & Peripheral Equipment,Democrat,Josh Gottheimer
11/10/2022,NVDA,purchase,"$15,000 ",NJ,Semiconductors,Democrat,Josh Gottheimer
11/10/2022,PCTY,sale_full,"$15,000 ",NJ,Computer Software: Prepackaged Software,Democrat,Josh Gottheimer
11/10/2022,REGN,purchase,"$15,000 ",NJ,Major Pharmaceuticals,Democrat,Josh Gottheimer
11/10/2022,CRM,purchase,"$15,000 ",NJ,Computer Software: Prepackaged Software,Democrat,Josh Gottheimer
11/10/2022,SGEN,sale_full,"$15,000 ",NJ,Biotechnology: Biological Products (No Diagnostic Substances),Democrat,Josh Gottheimer
11/10/2022,TCEHY,purchase,"$15,000 ",NJ,,Democrat,Josh Gottheimer
11/10/2022,TSLA,purchase,"$15,000 ",NJ,Auto Manufacturing,Democrat,Josh Gottheimer
11/10/2022,TSLA,purchase,"$15,000 ",NJ,Auto Manufacturing,Democrat,Josh Gottheimer
11/10/2022,TTD,purchase,"$15,000 ",NJ,"Computer Software: Programming, Data Processing",Democrat,Josh Gottheimer
11/10/2022,VZ,purchase,"$15,000 ",NJ,Telecommunications Equipment,Democrat,Josh Gottheimer
11/10/2022,CS,sale_full,"$15,000 ",CA,Investment Bankers/Brokers/Service,Democrat,Zoe Lofgren
11/10/2022,MMM,purchase,"$15,000 ",NC,Medical/Dental Instruments,Democrat,Kathy Manning
11/10/2022,ACN,purchase,"$15,000 ",NC,Business Services,Democrat,Kathy Manning
11/10/2022,ADBE,sale_full,"$15,000 ",NC,Computer Software: Prepackaged Software,Democrat,Kathy Manning
11/10/2022,GOOGL,purchase,"$15,000 ",NC,"Computer Software: Programming, Data Processing",Democrat,Kathy Manning
11/10/2022,AMZN,purchase,"$15,000 ",NC,Catalog/Specialty Distribution,Democrat,Kathy Manning
11/10/2022,AEE,purchase,"$15,000 ",NC,Power Generation,Democrat,Kathy Manning
11/10/2022,AEP,purchase,"$15,000 ",NC,Electric Utilities: Central,Democrat,Kathy Manning
11/10/2022,AMT,sale_full,"$15,000 ",NC,Real Estate Investment Trusts,Democrat,Kathy Manning
11/10/2022,AMGN,sale_full,"$15,000 ",NC,Biotechnology: Biological Products (No Diagnostic Substances),Democrat,Kathy Manning
11/10/2022,AAPL,sale_partial,"$15,000 ",NC,Computer Manufacturing,Democrat,Kathy Manning
11/10/2022,AMAT,purchase,"$15,000 ",NC,Semiconductors,Democrat,Kathy Manning
11/10/2022,T,sale_partial,"$15,000 ",NC,Telecommunications Equipment,Democrat,Kathy Manning
11/10/2022,BAC,sale_partial,"$15,000 ",NC,Major Banks,Democrat,Kathy Manning
11/10/2022,BRK.B,sale_partial,"$15,000 ",NC,,Democrat,Kathy Manning
11/10/2022,BLK,sale_full,"$15,000 ",NC,Investment Bankers/Brokers/Service,Democrat,Kathy Manning
11/10/2022,BRCM,purchase,"$15,000 ",NC,,Democrat,Kathy Manning
11/10/2022,CSCO,sale_partial,"$15,000 ",NC,Computer Communications Equipment,Democrat,Kathy Manning
11/10/2022,KO,sale_partial,"$15,000 ",NC,Beverages (Production/Distribution),Democrat,Kathy Manning
11/10/2022,CMCAS,purchase,"$15,000 ",NC,,Democrat,Kathy Manning
11/10/2022,COST,sale_partial,"$15,000 ",NC,Department/Specialty Retail Stores,Democrat,Kathy Manning
11/10/2022,--,purchase,"$250,000 ",NC,,Democrat,Kathy Manning
11/10/2022,EQUIX,sale_full,"$15,000 ",NC,,Democrat,Kathy Manning
11/10/2022,EL,sale_full,"$15,000 ",NC,Package Goods/Cosmetics,Democrat,Kathy Manning
11/10/2022,FDX,purchase,"$15,000 ",NC,Air Freight/Delivery Services,Democrat,Kathy Manning
11/10/2022,HD,sale_partial,"$15,000 ",NC,RETAIL: Building Materials,Democrat,Kathy Manning
11/10/2022,INTC,purchase,"$15,000 ",NC,Semiconductors,Democrat,Kathy Manning
11/10/2022,INTU,purchase,"$15,000 ",NC,Computer Software: Prepackaged Software,Democrat,Kathy Manning
11/10/2022,ISRG,sale_full,"$15,000 ",NC,Industrial Specialties,Democrat,Kathy Manning
11/10/2022,INVH,purchase,"$15,000 ",NC,Real Estate Investment Trusts,Democrat,Kathy Manning
11/10/2022,JNJ,purchase,"$15,000 ",NC,Major Pharmaceuticals,Democrat,Kathy Manning
11/10/2022,KMB,purchase,"$15,000 ",NC,Containers/Packaging,Democrat,Kathy Manning
11/10/2022,LRCX,sale_full,"$15,000 ",NC,Industrial Machinery/Components,Democrat,Kathy Manning
11/10/2022,MA,purchase,"$15,000 ",NC,Business Services,Democrat,Kathy Manning
11/10/2022,MCD,sale_partial,"$15,000 ",NC,Restaurants,Democrat,Kathy Manning
11/10/2022,MDT,purchase,"$15,000 ",NC,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Democrat,Kathy Manning
11/10/2022,FB,sale_partial,"$15,000 ",NC,"Computer Software: Programming, Data Processing",Democrat,Kathy Manning
11/10/2022,MSFT,purchase,"$15,000 ",NC,Computer Software: Prepackaged Software,Democrat,Kathy Manning
11/10/2022,NKE,sale_full,"$15,000 ",NC,Shoe Manufacturing,Democrat,Kathy Manning
11/10/2022,NVDA,purchase,"$15,000 ",NC,Semiconductors,Democrat,Kathy Manning
11/10/2022,ORCL,sale_full,"$15,000 ",NC,Computer Software: Prepackaged Software,Democrat,Kathy Manning
11/10/2022,PFE,purchase,"$15,000 ",NC,Major Pharmaceuticals,Democrat,Kathy Manning
11/10/2022,PPL,purchase,"$15,000 ",NC,Electric Utilities: Central,Democrat,Kathy Manning
11/10/2022,PG,purchase,"$15,000 ",NC,Package Goods/Cosmetics,Democrat,Kathy Manning
11/10/2022,QCOM,sale_full,"$15,000 ",NC,Radio And Television Broadcasting And Communications Equipment,Democrat,Kathy Manning
11/10/2022,RTN,sale_full,"$15,000 ",NC,,Democrat,Kathy Manning
11/10/2022,SPGI,sale_full,"$15,000 ",NC,Finance: Consumer Services,Democrat,Kathy Manning
11/10/2022,CRM,purchase,"$15,000 ",NC,Computer Software: Prepackaged Software,Democrat,Kathy Manning
11/10/2022,TSLA,purchase,"$15,000 ",NC,Auto Manufacturing,Democrat,Kathy Manning
11/10/2022,TXN,purchase,"$15,000 ",NC,Semiconductors,Democrat,Kathy Manning
11/10/2022,TMO,purchase,"$15,000 ",NC,Industrial Machinery/Components,Democrat,Kathy Manning
11/10/2022,UPS,sale_full,"$15,000 ",NC,Trucking Freight/Courier Services,Democrat,Kathy Manning
11/10/2022,UNH,sale_partial,"$15,000 ",NC,Medical Specialities,Democrat,Kathy Manning
11/10/2022,VZ,purchase,"$15,000 ",NC,Telecommunications Equipment,Democrat,Kathy Manning
11/10/2022,V,sale_partial,"$15,000 ",NC,Business Services,Democrat,Kathy Manning
11/10/2022,WELL,purchase,"$15,000 ",NC,Real Estate Investment Trusts,Democrat,Kathy Manning
11/10/2022,--,purchase,"$50,000 ",TX,,Republican,Pete Sessions
11/10/2022,--,purchase,"$100,000 ",TX,,Republican,Pete Sessions
11/10/2022,--,purchase,"$15,000 ",TX,,Republican,Pete Sessions
11/10/2022,--,sale_full,"$500,000 ",CA,,Democrat,Brad Sherman
11/10/2022,--,sale_full,"$1,000,000 ",CA,,Democrat,Brad Sherman
11/10/2022,--,sale_full,"$500,000 ",CA,,Democrat,Brad Sherman
11/10/2022,--,sale_partial,"$500,000 ",CA,,Democrat,Brad Sherman
11/10/2022,--,sale_full,"$500,000 ",CA,,Democrat,Brad Sherman
11/10/2022,--,sale_full,"$50,000 ",CA,,Democrat,Brad Sherman
11/10/2022,AE,sale_full,"$15,000 ",FL,Oilfield Services/Equipment,Democrat,Debbie Wasserman Schultz
11/9/2022,ABT,sale_partial,"$15,000 ",UT,Major Pharmaceuticals,Republican,John Curtis
11/9/2022,ADBE,purchase,"$15,000 ",UT,Computer Software: Prepackaged Software,Republican,John Curtis
11/9/2022,CMG,purchase,"$15,000 ",UT,Restaurants,Republican,John Curtis
11/9/2022,--,purchase,"$15,000 ",UT,,Republican,John Curtis
11/9/2022,TMUS,sale_partial,"$15,000 ",UT,Telecommunications Equipment,Republican,John Curtis
11/9/2022,WM,sale_partial,"$15,000 ",UT,Environmental Services,Republican,John Curtis
11/9/2022,--,purchase,"$15,000 ",OK,,Republican,Kevin Hern
11/9/2022,--,purchase,"$15,000 ",OK,,Republican,Kevin Hern
11/9/2022,JPM,purchase,"$15,000 ",OK,Major Banks,Republican,Kevin Hern
11/9/2022,JEPI,purchase,"$15,000 ",OK,,Republican,Kevin Hern
11/9/2022,--,sale_full,"$250,000 ",MI,,Republican,Fred Upton
11/8/2022,ABNB,sale_full,"$15,000 ",RI,Hotels/Resorts,Democrat,James R. Langevin
11/8/2022,ABNB,sale_full,"$15,000 ",RI,Hotels/Resorts,Democrat,James R. Langevin
11/8/2022,ABNB,sale_full,"$250,000 ",RI,Hotels/Resorts,Democrat,James R. Langevin
11/8/2022,ABNB,purchase,"$250,000 ",RI,Hotels/Resorts,Democrat,James R. Langevin
11/8/2022,ABNB,purchase,"$15,000 ",RI,Hotels/Resorts,Democrat,James R. Langevin
11/8/2022,SQ,sale_full,"$100,000 ",RI,Computer Software: Prepackaged Software,Democrat,James R. Langevin
11/8/2022,SQ,sale_full,"$15,000 ",RI,Computer Software: Prepackaged Software,Democrat,James R. Langevin
11/8/2022,DASH,sale_full,"$15,000 ",RI,,Democrat,James R. Langevin
11/8/2022,GNRC,sale_partial,"$50,000 ",RI,Metal Fabrications,Democrat,James R. Langevin
11/8/2022,GNRC,sale_full,"$15,000 ",RI,Metal Fabrications,Democrat,James R. Langevin
11/8/2022,PYPL,sale_full,"$15,000 ",RI,Business Services,Democrat,James R. Langevin
11/5/2022,BSX,sale_full,"$15,000 ",CA,Medical/Dental Instruments,Democrat,Alan S. Lowenthal
11/4/2022,IBTE,purchase,"$100,000 ",MA,,Democrat,William R. Keating
11/3/2022,CPXWF,sale_full,"$100,000 ",NC,,Republican,Virginia Foxx
11/3/2022,FLNG,purchase,"$15,000 ",NC,,Republican,Virginia Foxx
