state,senator,Lat,Lon
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,Kelly Loeffler,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
GA,David Perdue,32.1574,-82.9071
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
IL,Tammy Duckworth,41.2782,-88.3802
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Pat Roberts,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
KS,Jerry Moran,39.0119,-98.4842
