transaction_date,owner,ticker,asset_type,type,amount,state,industry,senator
12/9/2022,Joint,CLX,Stock Option,Sale (Full),"$15,000 ",AL,Specialty Chemicals,Tommy Tuberville
12/9/2022,Joint,PYPL,Stock,Sale (Partial),"$15,000 ",AL,Business Services,Tommy Tuberville
12/9/2022,Joint,PYPL,Stock,Sale (Partial),"$15,000 ",AL,Business Services,Tommy Tuberville
12/9/2022,Joint,PYPL,Stock,Sale (Partial),"$15,000 ",AL,Business Services,Tommy Tuberville
12/9/2022,Joint,PYPL,Stock,Sale (Partial),"$50,000 ",AL,Business Services,Tommy Tuberville
12/9/2022,Joint,PYPL,Stock,Sale (Partial),"$100,000 ",AL,Business Services,Tommy Tuberville
12/9/2022,Joint,PYPL,Stock,Sale (Partial),"$250,000 ",AL,Business Services,Tommy Tuberville
12/8/2022,Joint,PYPL,Stock,Purchase,"$50,000 ",AL,Business Services,Tommy Tuberville
12/6/2022,Joint,GOLD,Stock,Purchase,"$100,000 ",AL,Precious Metals,Tommy Tuberville
12/5/2022,Joint,PYPL,Stock,Purchase,"$500,000 ",AL,Business Services,Tommy Tuberville
12/2/2022,Joint,QCOM,Stock Option,Sale (Full),"$50,000 ",AL,Radio And Television Broadcasting And Communications Equipment,Tommy Tuberville
12/2/2022,Joint,QCOM,Stock,Sale (Partial),"$100,000 ",AL,Radio And Television Broadcasting And Communications Equipment,Tommy Tuberville
12/1/2022,Joint,QCOM,Stock,Purchase,"$250,000 ",AL,Radio And Television Broadcasting And Communications Equipment,Tommy Tuberville
12/1/2022,Joint,GOLD,Stock,Purchase,"$15,000 ",AL,Precious Metals,Tommy Tuberville
1/3/2023,Self,GE,Stock,Exchange,"$15,000 ",NV,Consumer Electronics/Appliances,Jacky Rosen
1/3/2023,Joint,GE,Stock,Exchange,"$15,000 ",NV,Consumer Electronics/Appliances,Jacky Rosen
1/3/2023,Joint,GE,Stock,Exchange,"$15,000 ",NV,Consumer Electronics/Appliances,Jacky Rosen
1/3/2023,Joint,GE,Stock,Exchange,"$15,000 ",NV,Consumer Electronics/Appliances,Jacky Rosen
1/5/2023,N/A,N/A,PDF Disclosed Filing,N/A,,,,Thomas R. Carper
11/29/2022,Spouse,C,Stock,Sale (Full),"$15,000 ",RI,Major Banks,Sheldon Whitehouse
11/29/2022,Self,C,Stock,Sale (Full),"$15,000 ",RI,Major Banks,Sheldon Whitehouse
12/23/2022,N/A,N/A,PDF Disclosed Filing,N/A,,,,Rick Scott
12/14/2022,Spouse,FWONK,Stock,Purchase,"$100,000 ",CO,Movies/Entertainment,John W. Hickenlooper
12/5/2022,Spouse,LSXMK,Stock,Sale (Partial),"$500,000 ",CO,Broadcasting,John W. Hickenlooper
12/5/2022,Spouse,LSXMK,Stock,Purchase,"$250,000 ",CO,Broadcasting,John W. Hickenlooper
11/29/2022,Spouse,LBRDK,Stock,Sale (Partial),"$100,000 ",CO,Television Services,John W. Hickenlooper
11/29/2022,Spouse,LBRDK,Stock,Purchase,"$100,000 ",CO,Television Services,John W. Hickenlooper
11/30/2022,Joint,SYK,Stock,Sale (Full),"$15,000 ",AK,Medical/Dental Instruments,Dan Sullivan
11/30/2022,Joint,PYPL,Stock,Sale (Full),"$15,000 ",AK,Business Services,Dan Sullivan
11/30/2022,Joint,META,Stock,Sale (Full),"$15,000 ",AK,Internet and Information Services,Dan Sullivan
11/30/2022,Joint,MDT,Stock,Sale (Full),"$15,000 ",AK,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Dan Sullivan
11/30/2022,Joint,MLM,Stock,Sale (Full),"$15,000 ",AK,Building Materials,Dan Sullivan
11/30/2022,Joint,FFIV,Stock,Sale (Full),"$15,000 ",AK,EDP Services,Dan Sullivan
11/30/2022,Joint,ELAN,Stock,Sale (Full),"$15,000 ",AK,Biotechnology: Pharmaceutical Preparations,Dan Sullivan
11/30/2022,Joint,CMCSA,Stock,Sale (Full),"$15,000 ",AK,Television Services,Dan Sullivan
11/30/2022,Joint,BAX,Stock,Sale (Full),"$15,000 ",AK,Medical/Dental Instruments,Dan Sullivan
11/30/2022,Joint,GOOG,Stock,Sale (Partial),"$15,000 ",AK,"Computer Software: Programming, Data Processing",Dan Sullivan
11/30/2022,Joint,ADBE,Stock,Sale (Full),"$15,000 ",AK,Computer Software: Prepackaged Software,Dan Sullivan
11/30/2022,Joint,RPM,Stock,Sale (Partial),"$50,000 ",AK,Paints/Coatings,Dan Sullivan
11/22/2022,Child,DIS,Stock,Purchase,"$15,000 ",AK,Services-Misc. Amusement & Recreation,Dan Sullivan
11/22/2022,Child,NVDA,Stock,Purchase,"$15,000 ",AK,Semiconductors,Dan Sullivan
11/22/2022,Child,MSFT,Stock,Purchase,"$15,000 ",AK,Computer Software: Prepackaged Software,Dan Sullivan
11/22/2022,Child,META,Stock,Purchase,"$15,000 ",AK,Internet and Information Services,Dan Sullivan
11/22/2022,Child,AAPL,Stock,Purchase,"$15,000 ",AK,Computer Manufacturing,Dan Sullivan
11/22/2022,Child,AMZN,Stock,Purchase,"$15,000 ",AK,Catalog/Specialty Distribution,Dan Sullivan
11/22/2022,Child,GOOG,Stock,Purchase,"$15,000 ",AK,"Computer Software: Programming, Data Processing",Dan Sullivan
11/22/2022,Child,ADBE,Stock,Purchase,"$15,000 ",AK,Computer Software: Prepackaged Software,Dan Sullivan
11/22/2022,Child,DIS,Stock,Purchase,"$15,000 ",AK,Services-Misc. Amusement & Recreation,Dan Sullivan
11/22/2022,Child,NVDA,Stock,Purchase,"$15,000 ",AK,Semiconductors,Dan Sullivan
11/22/2022,Child,MSFT,Stock,Purchase,"$15,000 ",AK,Computer Software: Prepackaged Software,Dan Sullivan
11/22/2022,Child,META,Stock,Purchase,"$15,000 ",AK,Internet and Information Services,Dan Sullivan
11/22/2022,Child,AAPL,Stock,Purchase,"$15,000 ",AK,Computer Manufacturing,Dan Sullivan
11/22/2022,Child,AMZN,Stock,Purchase,"$15,000 ",AK,Catalog/Specialty Distribution,Dan Sullivan
11/22/2022,Child,GOOG,Stock,Purchase,"$15,000 ",AK,"Computer Software: Programming, Data Processing",Dan Sullivan
11/22/2022,Child,ADBE,Stock,Purchase,"$15,000 ",AK,Computer Software: Prepackaged Software,Dan Sullivan
11/22/2022,Child,DIS,Stock,Purchase,"$15,000 ",AK,Services-Misc. Amusement & Recreation,Dan Sullivan
11/22/2022,Child,NVDA,Stock,Purchase,"$15,000 ",AK,Semiconductors,Dan Sullivan
11/22/2022,Child,MSFT,Stock,Purchase,"$15,000 ",AK,Computer Software: Prepackaged Software,Dan Sullivan
11/22/2022,Child,META,Stock,Purchase,"$15,000 ",AK,Internet and Information Services,Dan Sullivan
11/22/2022,Child,AAPL,Stock,Purchase,"$15,000 ",AK,Computer Manufacturing,Dan Sullivan
11/22/2022,Child,AMZN,Stock,Purchase,"$15,000 ",AK,Catalog/Specialty Distribution,Dan Sullivan
11/22/2022,Child,GOOG,Stock,Purchase,"$15,000 ",AK,"Computer Software: Programming, Data Processing",Dan Sullivan
11/22/2022,Child,ADBE,Stock,Purchase,"$15,000 ",AK,Computer Software: Prepackaged Software,Dan Sullivan
11/30/2022,Joint,ZTS,Stock,Purchase,"$15,000 ",AK,Major Pharmaceuticals,Dan Sullivan
11/30/2022,Joint,TJX,Stock,Purchase,"$15,000 ",AK,Clothing/Shoe/Accessory Stores,Dan Sullivan
11/30/2022,Joint,TMO,Stock,Purchase,"$15,000 ",AK,Industrial Machinery/Components,Dan Sullivan
11/30/2022,Joint,MSFT,Stock,Purchase,"$50,000 ",AK,Computer Software: Prepackaged Software,Dan Sullivan
11/30/2022,Joint,LRCX,Stock,Purchase,"$15,000 ",AK,Industrial Machinery/Components,Dan Sullivan
12/16/2022,N/A,N/A,PDF Disclosed Filing,N/A,,,,Susan M. Collins
11/23/2022,Joint,TSM,Stock Option,Sale (Full),"$15,000 ",AL,Semiconductors,Tommy Tuberville
11/23/2022,Joint,TSM,Stock Option,Sale (Full),"$15,000 ",AL,Semiconductors,Tommy Tuberville
11/23/2022,Joint,MSFT,Stock Option,Sale (Full),"$50,000 ",AL,Computer Software: Prepackaged Software,Tommy Tuberville
11/23/2022,Joint,MSFT,Stock Option,Purchase,"$15,000 ",AL,Computer Software: Prepackaged Software,Tommy Tuberville
11/22/2022,Joint,INTC,Stock Option,Sale (Full),"$50,000 ",AL,Semiconductors,Tommy Tuberville
11/22/2022,Joint,MSFT,Stock,Sale (Partial),"$250,000 ",AL,Computer Software: Prepackaged Software,Tommy Tuberville
11/22/2022,Joint,F,Stock,Sale (Full),"$250,000 ",AL,Auto Manufacturing,Tommy Tuberville
11/17/2022,Joint,F,Stock,Purchase,"$250,000 ",AL,Auto Manufacturing,Tommy Tuberville
11/9/2022,Joint,INTC,Stock,Purchase,"$250,000 ",AL,Semiconductors,Tommy Tuberville
11/8/2022,Joint,PYPL,Stock Option,Sale (Full),"$15,000 ",AL,Business Services,Tommy Tuberville
11/8/2022,Joint,PYPL,Stock Option,Sale (Full),"$15,000 ",AL,Business Services,Tommy Tuberville
11/8/2022,Joint,PYPL,Stock Option,Sale (Full),"$100,000 ",AL,Business Services,Tommy Tuberville
11/8/2022,Joint,PYPL,Stock,Sale (Partial),"$250,000 ",AL,Business Services,Tommy Tuberville
11/8/2022,Joint,ATVI,Stock,Purchase,"$250,000 ",AL,Computer Software: Prepackaged Software,Tommy Tuberville
11/7/2022,Joint,PYPL,Stock,Purchase,"$250,000 ",AL,Business Services,Tommy Tuberville
11/3/2022,Joint,CLF,Stock,Purchase,"$100,000 ",AL,Precious Metals,Tommy Tuberville
11/1/2022,Joint,NU,Stock,Purchase,"$15,000 ",AL,Finance: Consumer Services,Tommy Tuberville
11/1/2022,Joint,CLF,Stock,Purchase,"$15,000 ",AL,Precious Metals,Tommy Tuberville
11/8/2022,Joint,X,Stock Option,Sale (Full),"$15,000 ",AL,Steel/Iron Ore,Tommy Tuberville
11/29/2022,Spouse,WIW,Stock,Sale (Full),"$15,000 ",DE,Finance Companies,Thomas R. Carper
11/29/2022,Spouse,GBIL,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
11/29/2022,Spouse,WIW,Stock,Sale (Full),"$15,000 ",DE,Finance Companies,Thomas R. Carper
11/29/2022,Spouse,GBIL,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
11/15/2022,Spouse,WIW,Stock,Sale (Full),"$50,000 ",DE,Finance Companies,Thomas R. Carper
11/15/2022,Spouse,GBIL,Other Securities,Purchase,"$50,000 ",DE,,Thomas R. Carper
11/8/2022,Spouse,LUBYX,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
11/8/2022,Spouse,WIW,Stock,Sale (Full),"$15,000 ",DE,Finance Companies,Thomas R. Carper
11/8/2022,Spouse,LDP,Stock,Sale (Full),"$15,000 ",DE,Finance Companies,Thomas R. Carper
11/8/2022,Spouse,GBIL,Other Securities,Purchase,"$50,000 ",DE,,Thomas R. Carper
11/23/2022,Spouse,BATRK,Stock,Sale (Partial),"$250,000 ",CO,Movies/Entertainment,John W. Hickenlooper
11/23/2022,Spouse,BATRK,Stock,Purchase,"$100,000 ",CO,Movies/Entertainment,John W. Hickenlooper
11/14/2022,Spouse,LBRDA,Stock,Sale (Partial),"$100,000 ",CO,Television Services,John W. Hickenlooper
11/14/2022,Spouse,LBRDA,Stock,Purchase,"$50,000 ",CO,Television Services,John W. Hickenlooper
11/21/2022,Spouse,BATRA,Stock,Sale (Partial),"$50,000 ",CO,Broadcasting,John W. Hickenlooper
11/21/2022,Spouse,BATRA,Stock,Purchase,"$15,000 ",CO,Broadcasting,John W. Hickenlooper
11/21/2022,Spouse,BATRK,Stock,Sale (Partial),"$50,000 ",CO,Movies/Entertainment,John W. Hickenlooper
11/21/2022,Spouse,BATRK,Stock,Purchase,"$15,000 ",CO,Movies/Entertainment,John W. Hickenlooper
11/23/2022,N/A,N/A,PDF Disclosed Filing,N/A,,,,Rick Scott
10/28/2022,Joint,MSFT,Stock Option,Sale (Full),"$15,000 ",AL,Computer Software: Prepackaged Software,Tommy Tuberville
10/31/2022,Joint,CLF,Stock,Purchase,"$50,000 ",AL,Precious Metals,Tommy Tuberville
10/28/2022,Joint,MSFT,Stock Option,Sale (Full),"$15,000 ",AL,Computer Software: Prepackaged Software,Tommy Tuberville
10/28/2022,Joint,MSFT,Stock Option,Sale (Full),"$15,000 ",AL,Computer Software: Prepackaged Software,Tommy Tuberville
10/24/2022,Joint,MSFT,Stock,Purchase,"$50,000 ",AL,Computer Software: Prepackaged Software,Tommy Tuberville
10/13/2022,Joint,NU,Stock,Purchase,"$50,000 ",AL,Finance: Consumer Services,Tommy Tuberville
10/13/2022,Joint,MSFT,Stock,Purchase,"$500,000 ",AL,Computer Software: Prepackaged Software,Tommy Tuberville
10/11/2022,Joint,NU,Stock,Purchase,"$15,000 ",AL,Finance: Consumer Services,Tommy Tuberville
10/6/2022,Joint,XOM,Stock Option,Sale (Full),"$50,000 ",AL,Integrated oil Companies,Tommy Tuberville
10/6/2022,Joint,CVX,Stock Option,Sale (Full),"$50,000 ",AL,Integrated oil Companies,Tommy Tuberville
10/6/2022,Joint,X,Stock Option,Sale (Full),"$15,000 ",AL,Steel/Iron Ore,Tommy Tuberville
10/6/2022,Joint,X,Stock Option,Sale (Full),"$50,000 ",AL,Steel/Iron Ore,Tommy Tuberville
10/6/2022,Joint,NU,Stock,Purchase,"$15,000 ",AL,Finance: Consumer Services,Tommy Tuberville
10/6/2022,Joint,VCTR,Stock,Purchase,"$15,000 ",AL,Investment Managers,Tommy Tuberville
10/6/2022,Joint,VCTR,Stock,Purchase,"$15,000 ",AL,Investment Managers,Tommy Tuberville
10/6/2022,Joint,VCTR,Stock,Purchase,"$15,000 ",AL,Investment Managers,Tommy Tuberville
10/6/2022,Joint,VRTX,Stock,Purchase,"$15,000 ",AL,Major Pharmaceuticals,Tommy Tuberville
10/6/2022,Joint,TREX,Stock,Purchase,"$15,000 ",AL,,Tommy Tuberville
10/6/2022,Joint,SCI,Stock,Purchase,"$15,000 ",AL,Other Consumer Services,Tommy Tuberville
10/6/2022,Joint,RELX,Stock,Purchase,"$15,000 ",AL,Business Services,Tommy Tuberville
10/6/2022,Joint,RH,Stock,Purchase,"$15,000 ",AL,Other Specialty Stores,Tommy Tuberville
10/6/2022,Joint,PHM,Stock,Purchase,"$15,000 ",AL,Homebuilding,Tommy Tuberville
10/6/2022,Joint,PAYC,Stock,Purchase,"$15,000 ",AL,,Tommy Tuberville
10/6/2022,Joint,GIS,Stock,Purchase,"$15,000 ",AL,Packaged Foods,Tommy Tuberville
10/6/2022,Joint,GLPI,Stock,Purchase,"$15,000 ",AL,Real Estate Investment Trusts,Tommy Tuberville
10/6/2022,Joint,RACE,Stock,Purchase,"$15,000 ",AL,,Tommy Tuberville
10/6/2022,Joint,XOM,Stock,Purchase,"$100,000 ",AL,Integrated oil Companies,Tommy Tuberville
10/6/2022,Joint,EXR,Stock,Purchase,"$15,000 ",AL,Real Estate Investment Trusts,Tommy Tuberville
10/6/2022,Joint,ETSY,Stock,Purchase,"$15,000 ",AL,Business Services,Tommy Tuberville
10/6/2022,Joint,ELS,Stock,Purchase,"$15,000 ",AL,Real Estate Investment Trusts,Tommy Tuberville
10/6/2022,Joint,DQ,Stock,Purchase,"$15,000 ",AL,Semiconductors,Tommy Tuberville
10/6/2022,Joint,CROX,Stock,Purchase,"$15,000 ",AL,Shoe Manufacturing,Tommy Tuberville
10/6/2022,Joint,CSCO,Stock,Purchase,"$15,000 ",AL,Computer Communications Equipment,Tommy Tuberville
10/6/2022,Joint,AMGN,Stock,Purchase,"$15,000 ",AL,Biotechnology: Biological Products (No Diagnostic Substances),Tommy Tuberville
10/5/2022,Joint,AMT,Stock,Purchase,"$15,000 ",AL,Real Estate Investment Trusts,Tommy Tuberville
10/5/2022,Joint,ZTS,Stock,Sale (Full),"$15,000 ",AL,Major Pharmaceuticals,Tommy Tuberville
10/5/2022,Joint,WIT,Stock,Sale (Full),"$15,000 ",AL,EDP Services,Tommy Tuberville
10/5/2022,Joint,SEIC,Stock,Sale (Full),"$15,000 ",AL,Investment Bankers/Brokers/Service,Tommy Tuberville
10/5/2022,Joint,RMD,Stock,Sale (Full),"$15,000 ",AL,Medical/Dental Instruments,Tommy Tuberville
10/5/2022,Joint,TROW,Stock,Sale (Full),"$15,000 ",AL,Investment Bankers/Brokers/Service,Tommy Tuberville
10/5/2022,Joint,NOC,Stock,Sale (Full),"$15,000 ",AL,Industrial Machinery/Components,Tommy Tuberville
10/5/2022,Joint,NVDA,Stock,Sale (Full),"$15,000 ",AL,Semiconductors,Tommy Tuberville
10/5/2022,Joint,MNST,Stock,Sale (Full),"$15,000 ",AL,Beverages (Production/Distribution),Tommy Tuberville
10/5/2022,Joint,MSFT,Stock,Sale (Partial),"$250,000 ",AL,Computer Software: Prepackaged Software,Tommy Tuberville
10/5/2022,Joint,MASI,Stock,Sale (Full),"$15,000 ",AL,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Tommy Tuberville
10/5/2022,Joint,MKTX,Stock,Sale (Full),"$15,000 ",AL,Investment Bankers/Brokers/Service,Tommy Tuberville
10/5/2022,Joint,IDXX,Stock,Sale (Full),"$15,000 ",AL,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Tommy Tuberville
10/5/2022,Joint,HON,Stock,Sale (Full),"$15,000 ",AL,Aerospace,Tommy Tuberville
10/5/2022,Joint,GGG,Stock,Sale (Full),"$15,000 ",AL,Fluid Controls,Tommy Tuberville
10/5/2022,Joint,IT,Stock,Sale (Full),"$15,000 ",AL,Other Consumer Services,Tommy Tuberville
10/5/2022,Joint,GRMN,Stock,Sale (Full),"$15,000 ",AL,Industrial Machinery/Components,Tommy Tuberville
10/5/2022,Joint,FAST,Stock,Sale (Full),"$15,000 ",AL,RETAIL: Building Materials,Tommy Tuberville
10/5/2022,Joint,EL,Stock,Sale (Full),"$15,000 ",AL,Package Goods/Cosmetics,Tommy Tuberville
10/5/2022,Joint,DHI,Stock,Sale (Full),"$15,000 ",AL,,Tommy Tuberville
10/5/2022,Joint,CHD,Stock,Sale (Full),"$15,000 ",AL,Package Goods/Cosmetics,Tommy Tuberville
10/5/2022,Joint,AMAT,Stock,Sale (Full),"$15,000 ",AL,Semiconductors,Tommy Tuberville
10/5/2022,Joint,ALGN,Stock,Sale (Full),"$15,000 ",AL,Industrial Specialties,Tommy Tuberville
10/5/2022,Joint,APD,Stock,Sale (Full),"$15,000 ",AL,Major Chemicals,Tommy Tuberville
10/4/2022,Joint,MRO,Stock Option,Sale (Full),"$15,000 ",AL,Oil & Gas Production,Tommy Tuberville
10/4/2022,Joint,OXY,Stock Option,Sale (Full),"$15,000 ",AL,Oil & Gas Production,Tommy Tuberville
10/4/2022,Joint,OXY,Stock Option,Sale (Full),"$15,000 ",AL,Oil & Gas Production,Tommy Tuberville
10/4/2022,Joint,OXY,Stock Option,Sale (Full),"$15,000 ",AL,Oil & Gas Production,Tommy Tuberville
10/4/2022,Joint,OXY,Stock Option,Purchase,"$15,000 ",AL,Oil & Gas Production,Tommy Tuberville
10/25/2022,Self,FTBFX,Stock,Sale (Full),"$50,000 ",AL,,Tommy Tuberville
10/25/2022,Joint,FDX,Stock,Sale (Full),"$15,000 ",AL,Air Freight/Delivery Services,Tommy Tuberville
10/27/2022,Spouse,BMN,Stock,Purchase,"$15,000 ",DE,,Thomas R. Carper
10/17/2022,Spouse,MBXIX,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
10/17/2022,Spouse,GSMYX,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
10/17/2022,Spouse,SBPYX,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
10/17/2022,Spouse,FCPIX,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
10/17/2022,Spouse,VZ,Stock,Sale (Full),"$15,000 ",DE,Telecommunications Equipment,Thomas R. Carper
10/17/2022,Spouse,CVS,Stock,Purchase,"$15,000 ",DE,Medical/Nursing Services,Thomas R. Carper
10/17/2022,Spouse,DLR,Stock,Sale (Full),"$15,000 ",DE,Real Estate Investment Trusts,Thomas R. Carper
10/17/2022,Spouse,TSM,Stock,Purchase,"$15,000 ",DE,Semiconductors,Thomas R. Carper
10/17/2022,Spouse,MPW,Stock,Purchase,"$15,000 ",DE,Real Estate Investment Trusts,Thomas R. Carper
10/17/2022,Spouse,SRVR,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
10/17/2022,Spouse,LDP,Stock,Sale (Full),"$15,000 ",DE,Finance Companies,Thomas R. Carper
10/17/2022,Spouse,EFAD,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
10/17/2022,Spouse,GMRE,Stock,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
10/17/2022,Spouse,JHEM,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
10/17/2022,Spouse,ABT,Stock,Purchase,"$15,000 ",DE,Major Pharmaceuticals,Thomas R. Carper
10/17/2022,Spouse,DIS,Stock,Sale (Full),"$15,000 ",DE,Services-Misc. Amusement & Recreation,Thomas R. Carper
10/17/2022,Spouse,INTC,Stock,Sale (Full),"$15,000 ",DE,Semiconductors,Thomas R. Carper
10/10/2022,Spouse,HDGE,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
10/10/2022,Spouse,HDGE,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
10/10/2022,Spouse,PSQ,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
10/10/2022,Spouse,HDGE,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
10/10/2022,Spouse,HDGE,Other Securities,Purchase,"$50,000 ",DE,,Thomas R. Carper
10/5/2022,Spouse,PSQ,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
10/5/2022,Spouse,PSQ,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
10/5/2022,Spouse,SH,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
10/5/2022,Spouse,HDGE,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
10/5/2022,Spouse,PSQ,Other Securities,Sale (Full),"$50,000 ",DE,,Thomas R. Carper
10/4/2022,Spouse,HQL,Stock,Sale (Full),"$15,000 ",DE,Investment Managers,Thomas R. Carper
10/4/2022,Spouse,NID,Stock,Sale (Full),"$50,000 ",DE,Finance Companies,Thomas R. Carper
10/4/2022,Spouse,SBIO,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
8/30/2022,Joint,FIVE,Stock,Sale (Full),"$15,000 ",AK,Department/Specialty Retail Stores,Dan Sullivan
10/28/2022,N/A,N/A,PDF Disclosed Filing,N/A,,,,Rick Scott
9/20/2022,Joint,MSFT,Stock Option,Sale (Partial),"$15,000 ",AL,Computer Software: Prepackaged Software,Tommy Tuberville
9/20/2022,Joint,X,Stock Option,Sale (Partial),"$15,000 ",AL,Steel/Iron Ore,Tommy Tuberville
9/19/2022,Joint,X,Stock,Purchase,"$250,000 ",AL,Steel/Iron Ore,Tommy Tuberville
9/19/2022,Joint,MSFT,Stock,Purchase,"$500,000 ",AL,Computer Software: Prepackaged Software,Tommy Tuberville
9/19/2022,Joint,ARKK,Stock,Purchase,"$15,000 ",AL,,Tommy Tuberville
9/12/2022,Joint,F,Stock Option,Sale (Full),"$50,000 ",AL,Auto Manufacturing,Tommy Tuberville
9/12/2022,Joint,F,Stock Option,Purchase,"$15,000 ",AL,Auto Manufacturing,Tommy Tuberville
9/12/2022,Joint,F,Stock Option,Purchase,"$15,000 ",AL,Auto Manufacturing,Tommy Tuberville
9/7/2022,Joint,ECOM,Stock,Sale (Full),"$1,000,000 ",AL,,Tommy Tuberville
9/7/2022,Joint,ARKK,Stock,Purchase,"$100,000 ",AL,,Tommy Tuberville
9/6/2022,Joint,NU,Stock,Purchase,"$15,000 ",AL,Finance: Consumer Services,Tommy Tuberville
10/7/2022,N/A,N/A,PDF Disclosed Filing,N/A,,,,John Boozman
9/19/2022,Spouse,SH,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
9/19/2022,Spouse,SH,Other Securities,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
9/19/2022,Spouse,SH,Other Securities,Sale (Full),"$50,000 ",DE,,Thomas R. Carper
9/8/2022,Spouse,SQM,Stock,Sale (Full),"$15,000 ",DE,,Thomas R. Carper
9/6/2022,Spouse,WFC,Stock,Purchase,"$15,000 ",KY,Major Banks,Mitch Mcconnell
9/16/2022,N/A,N/A,PDF Disclosed Filing,N/A,,,,Susan M. Collins
8/1/2022,Self,IVV,Stock,Sale (Full),"$50,000 ",AL,,Tommy Tuberville
8/1/2022,Self,EFAV,Stock,Sale (Full),"$50,000 ",AL,,Tommy Tuberville
8/1/2022,Self,XLY,Stock,Sale (Full),"$50,000 ",AL,,Tommy Tuberville
8/1/2022,Self,VTRS,Stock,Sale (Full),"$15,000 ",AL,Major Pharmaceuticals,Tommy Tuberville
8/1/2022,Self,ABNFX,Stock,Purchase,"$50,000 ",AL,,Tommy Tuberville
8/1/2022,Self,RSP,Stock,Purchase,"$50,000 ",AL,,Tommy Tuberville
8/1/2022,Self,IDV,Stock,Purchase,"$50,000 ",AL,,Tommy Tuberville
8/1/2022,Self,DHS,Stock,Purchase,"$50,000 ",AL,,Tommy Tuberville
8/1/2022,Self,PCNNX,Stock,Sale (Full),"$50,000 ",AL,,Tommy Tuberville
8/1/2022,Joint,JHCBX,Stock,Sale (Full),"$50,000 ",AL,,Tommy Tuberville
8/1/2022,Joint,ORCL,Stock,Sale (Full),"$15,000 ",AL,Computer Software: Prepackaged Software,Tommy Tuberville
8/1/2022,Joint,XLC,Stock,Sale (Full),"$50,000 ",AL,,Tommy Tuberville
8/1/2022,Joint,TSCO,Stock,Sale (Full),"$15,000 ",AL,RETAIL: Building Materials,Tommy Tuberville
8/1/2022,Joint,MUB,Stock,Purchase,"$100,000 ",AL,,Tommy Tuberville
8/1/2022,Joint,OC,Stock,Purchase,"$50,000 ",AL,,Tommy Tuberville
8/26/2022,Joint,SSYS,Stock,Sale (Full),"$100,000 ",AL,Computer peripheral equipment,Tommy Tuberville
8/25/2022,Joint,ARKK,Stock,Purchase,"$100,000 ",AL,,Tommy Tuberville
8/18/2022,Joint,MRO,Stock Option,Purchase,"$15,000 ",AL,Oil & Gas Production,Tommy Tuberville
8/12/2022,Joint,X,Stock Option,Purchase,"$15,000 ",AL,Steel/Iron Ore,Tommy Tuberville
8/5/2022,Joint,INTC,Stock,Purchase,"$15,000 ",AL,Semiconductors,Tommy Tuberville
8/5/2022,Joint,INTC,Stock,Purchase,"$250,000 ",AL,Semiconductors,Tommy Tuberville
8/3/2022,Joint,CLF,Stock Option,Sale (Full),"$15,000 ",AL,Precious Metals,Tommy Tuberville
8/3/2022,Joint,PYPL,Stock Option,Sale (Full),"$50,000 ",AL,Business Services,Tommy Tuberville
8/18/2022,Spouse,SQM,Stock,Purchase,"$15,000 ",DE,,Thomas R. Carper
8/18/2022,Spouse,FAST,Stock,Sale (Full),"$15,000 ",DE,RETAIL: Building Materials,Thomas R. Carper
8/10/2022,Spouse,MBXIX,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
8/10/2022,Spouse,LUBYX,Other Securities,Purchase,"$15,000 ",DE,,Thomas R. Carper
